group,id
1,jordinasb85
1,robertopiqueras
1,subramon1
1,A_M_Alali
1,gerard__89
1,edmon_bosch
1,gahero
1,jacobiteabroad
1,miaalberti
1,merymore_
1,paula_martcos
1,albujawladimir
1,walkaway
1,didito99
1,Xavier_rcde
1,judithyalka
1,xramonrivera
1,MaxCasas5
1,gesma1983
1,GemmaLarruy
1,CarlesVidal
1,outplayer1
1,daddordaddor
1,IlianaCapllonch
1,_NitReolid
1,angelagarcia92
1,Kli_fes
1,LauraaLlop
1,MedusaCultura
1,albert_sanju
1,gunsznroses
1,llavinarp
1,itsanneta
1,janinavilana
1,elcapo_vcf
1,NachoSanahuja
1,isaacguila
1,Motilleta_
1,CharlieYoung_98
1,imouthes
1,MartaBascu
1,miquel57
1,jaumefvidal
1,StefiQuilez7
1,RobertAdamson90
1,TuiteroDelSur
1,Bartro10
2,AlfredBosch
2,DANIELdoiser
2,Iaia_Toneta
2,eixugatitornemh
2,HiginiaRoig
2,Esquerra_ERC
2,omnium
2,vpartal
2,VilaWeb
2,jordievole
2,KRLS
2,antoniobanos_
2,cupnacional
2,txarango
2,diariARA
2,30minuts
2,QuimMonzo
2,ariadnaoltra
2,_anapastor_
2,Araeslhora
2,martarovira
2,raulromeva
2,3gerardpique
2,elscatarres
2,barcelona_cat
2,gebelque
2,assemblea
2,TimeOutBCN
2,enderrock
2,joandausa
2,GrupManel
2,AdaColau
2,amicsdelesarts
2,parlament_cat
2,Catala_Correcte
2,salvadorcardus
2,mariusserra
2,antonibassas
2,murielcasals
2,instagram
2,mkserra
2,JoanTarda
2,25novembre2012
2,MartaDui
2,unilateralcat
2,MonDiari
2,toniclapes
2,MainatJM
2,JuntsPelSi
2,maticatradio
2,ARApolitica
2,ferrantorrentll
2,gabrielrufian
2,ivanrakitic
2,muyinteresante
2,QuimMasferrer
2,sport
2,perezesquerdo
2,el_pais
2,jmbartomeu
2,jofrellombart
2,lluis_llach
2,ceskfreixas
2,txearana
2,RaholaOficial
2,miquelcalcada
2,JordiGraupera
2,DaniMateoAgain
2,maiolsanauja
2,policia
2,naciodigital
2,sumate_asoc
2,JoanLaportaFCB
2,gcapdevila
2,ForcadellCarme
2,LuisSuarez9
2,ModernetdeMerda
2,LUISENRIQUE21
2,324cat
2,soniagelma
2,junqueras
2,emparmoliner
2,elmonarac1
2,rac1
2,lacompetencia
2,philmusical
2,DANIROVIRA
2,Berto_Romero
2,Buenafuente
2,BarackObama
2,SSantiagosegura
2,maldiniplus
2,ristomejide
2,neymarjr
2,Mascherano
2,MarcBartra
2,1victorvaldes
2,Carles5puyol
2,cesc4official
2,DaniAlvesD2
2,paugasol
2,andresiniesta8
2,Guaje7Villa
2,JaumeBarbera
2,XSalaimartin
2,soler_toni
2,RTorquemada
2,jordibaste
2,Fotlipou
2,epunset
2,FCBarcelona_cat
2,FCBarcelona
2,XabiAlonso
2,RafaelNadal
2,APMTV3
2,losbarrankillos
2,apuntem
2,tv3cat
2,EstrellaDammCat
2,MejoresTwits
2,shakira
2,AbiertaMente
2,JordiAlba
2,mundodeportivo
2,RogerMasOficial
2,polcorominas
