group,id
2,RaholaOficial
2,miquelcalcada
2,JordiGraupera
2,danimartinezweb
2,DaniMateoAgain
2,carlestorras
2,maiolsanauja
2,policia
2,naciodigital
2,elpuntavui
2,pilarcarracelas
2,perezreverte
2,cnnbrk
2,BBCBreaking
2,sumate_asoc
2,JoanLaportaFCB
2,gcapdevila
2,jordiborras
2,gencat
2,govern
2,ForcadellCarme
2,C1audioBravo
2,LuisSuarez9
2,GaryLineker
2,CarlesCapde
2,davidbroc
2,ChampionsLeague
2,ModernetdeMerda
2,EsportsRAC1
2,kilianj
2,LUISENRIQUE21
2,324cat
2,Pablo_Iglesias_
2,poloniatv3
2,EnricJuliana
2,queconovell
2,eduardvoltas
2,bruno_oro
2,soniagelma
2,junqueras
2,emparmoliner
2,elmonarac1
2,rac1
2,Sergimas
2,Quimkong
2,lacompetencia
2,philmusical
2,DANIROVIRA
2,ManelFontdevila
2,Berto_Romero
2,Buenafuente
2,BarackObama
2,SSantiagosegura
2,maldiniplus
2,gerardeulofeu
2,Rafinha
2,ristomejide
2,neymarjr
2,Mascherano
2,MarcBartra
2,1victorvaldes
2,Carles5puyol
2,cesc4official
2,DaniAlvesD2
2,paugasol
2,andresiniesta8
2,Guaje7Villa
2,rbesac
2,JaumeBarbera
2,XSalaimartin
2,soler_toni
2,xavierbosch
2,RTorquemada
2,FCBRAC1
2,jordibaste
2,RogerSaperas
2,Fotlipou
2,airllimos
2,jordicosta1
2,tudirasrac1
2,JamieBetts_PT
2,SeoManiak_Web
2,SnookerBarBCN
2,KAHALABarcelona
2,pabloalboran
2,_MaluOficial_
2,rihanna
2,ladygaga
2,OSValles
2,musicosclasicos
2,ycomMUSICA
2,tr3sc
2,epunset
2,FCBarcelona_cat
2,aplusk
2,jjdiaz129
2,xriusenoticies
2,FCBarcelona
2,Londonist
2,CNN
2,Carlos_Latre
2,8aldia
2,XabiAlonso
2,llorentefer19
2,RafaelNadal
2,SergioRamos
2,albertbonet
2,vagadefam
2,TimeOutLondon
2,APMTV3
2,JodidoAngel
2,losbarrankillos
2,gruplexus
2,encatala
2,apuntem
2,PASTORETSROCK
2,enpeyu
2,aprendeingIes
2,CanetRock
2,SergiRoberto10
2,SonMicroCuentos
2,tv3cat
2,OquesGrasses
2,HayQueSaberlo
2,EstrellaDammCat
2,teatrenacional
2,lapegatina
2,homo_apm
2,YouTube
2,MejoresTwits
2,hdnegro
2,carles_ribes
2,AnnaSimonMari
2,FCBarcelona_es
2,rickyrubio9
2,shakira
2,davidbisbal
2,ocupaciocat
2,AbiertaMente
2,rauxacatalana
2,maria_9barris
2,joltrajr
2,auronplay
2,Foto_Historia
2,JordiAlba
2,MelendiOficial
2,BoKrkic
2,Llourinho
2,mundodeportivo
2,buhosoficial
2,PereMercader
2,etfelicitofill
2,teatrelliure
2,RogerMasOficial
2,lasegonahora
2,MeteoMauri
2,polcorominas
2,FCBfanatics
2,pepmariavila
2,AlexGutierrezM
2,CristinaCuadrat
2,frasesambanima
2,andrewfunkspain
2,Quimi_Portet
2,rpagesol
2,anna_arque
