group,id
1,jordinasb85
1,robertopiqueras
1,subramon1
1,A_M_Alali
1,gerard__89
1,edmon_bosch
1,gahero
1,jacobiteabroad
1,miaalberti
1,merymore_
1,paula_martcos
1,albujawladimir
1,walkaway
1,didito99
1,Xavier_rcde
1,judithyalka
1,xramonrivera
1,MaxCasas5
1,gesma1983
1,GemmaLarruy
1,CarlesVidal
1,outplayer1
1,daddordaddor
1,IlianaCapllonch
1,_NitReolid
1,angelagarcia92
1,Kli_fes
1,LauraaLlop
1,MedusaCultura
1,albert_sanju
1,gunsznroses
1,llavinarp
1,itsanneta
1,janinavilana
1,elcapo_vcf
1,NachoSanahuja
1,isaacguila
1,Motilleta_
1,CharlieYoung_98
1,imouthes
1,MartaBascu
1,miquel57
1,jaumefvidal
1,StefiQuilez7
1,RobertAdamson90
1,TuiteroDelSur
1,Bartro10
2,icdones
2,CienciaconSalud
2,AlfredBosch
2,Esquerres
2,DANIELdoiser
2,esmasclisme
2,elpublic
2,swarua
2,retratsbcn
2,JanneRiitakorpi
2,Iaia_Toneta
2,Enjoy_BCN
2,Al_RahmounFont
2,DocArcadi
2,MarinaMassaguer
2,eixugatitornemh
2,EvaPiquer
2,Hiperbolic
2,fontano1622
2,replicanta_
2,cescsales24
2,Raig_Verd
2,painesrepublic
2,HiginiaRoig
2,temporadaalta
2,LaBreuEdicions
2,Esquerra_ERC
2,FinesOp
2,PauAlabajos
2,lizcastro
2,mstrubell_EN
2,Lespurnabloc
2,MireFerran
2,oriolllado
2,SenyiRauxaUK
2,elsbremen
2,TeresaForcadesF
2,treblamorales
2,Viasona
2,tot_suma
2,laculturanoval
2,ericviladrich
2,socelconfeti
2,ARACatNetwork
2,IRLlull_London
2,L_Avenc
2,aixocomesdiu
2,llegimipiulem
2,velezcat
2,llenguacat
2,omnium
2,vpartal
2,VilaWeb
2,ArnaldoOtegi
2,jordievole
2,KRLS
2,rogercoma
2,sergipicazo
2,bibliotequescat
2,DretsCat
2,AnnaGaSabate
2,antoniobanos_
2,cupnacional
2,CUPBarcelona
2,yanisvaroufakis
2,SentitCritic
2,CCS_QMUL
2,xavieraldekoa
2,RogerPala
2,lluciaramis
2,nausicaabo
2,salvadostv
2,paufreixas
2,txarango
2,natzafarre
2,monicaplanas
2,diariARA
2,SilviabelB
2,BarcelonaTeatre
2,30minuts
2,mhistoriacat
2,bcndesapareguda
2,CatalunyaPlural
2,aaltafaj
2,QuimMonzo
2,quimarrufat
2,ariadnaoltra
2,twibbon
2,sergivicente
2,_anapastor_
2,gcalvetbarot
2,MuseuNac_Cat
2,EmWatson
2,FestivalAltaveu
2,roccasagran
2,lendema_lapeli
2,Araeslhora
2,La_Directa
2,AnyEspriu
2,wikileaks
2,soclaiaia
2,martarovira
2,raulromeva
2,3gerardpique
2,elscatarres
2,MACBA_Barcelona
2,filmotecacat
2,obrintpas
2,totmusicat_web
2,llegirencatala
2,Delicatessenfm
2,iCatpuntcat
2,PlataformaCrida
2,Assembleadocent
2,iec
2,barcelona_cat
2,gebelque
2,marceliantunez1
2,UOCuniversitat
2,ANC_Ireland
2,assemblea
2,BibliotequesBCN
2,BCNCulturaCAT
2,bcncultura
2,324_cultura
2,TimeOutBCN
2,cultura_cat
2,AgendaCultura
2,ARAcultura
2,enderrock
2,Antonia_Font
2,BibianaBallbe
2,joandausa
