source,target
isaacguila,diariARA
isaacguila,FCBarcelona_cat
isaacguila,3gerardpique
isaacguila,DaniAlvesD2
isaacguila,Carles5puyol
isaacguila,APMTV3
isaacguila,antonibassas
isaacguila,Buenafuente
Motilleta_,instagram
CharlieYoung_98,cesc4official
MartaBascu,instagram
MartaBascu,ristomejide
polcorominas,miquel57
vpartal,miquel57
miquel57,KRLS
miquel57,raulromeva
miquel57,polcorominas
miquel57,jordievole
miquel57,Buenafuente
miquel57,FCBarcelona_cat
miquel57,elmonarac1
miquel57,vpartal
miquel57,lluis_llach
miquel57,Araeslhora
miquel57,ForcadellCarme
miquel57,AlfredBosch
miquel57,Esquerra_ERC
miquel57,HiginiaRoig
miquel57,junqueras
miquel57,omnium
miquel57,assemblea
miquel57,XSalaimartin
miquel57,miquelcalcada
miquel57,QuimMonzo
miquel57,antonibassas
miquel57,diariARA
miquel57,andresiniesta8
jaumefvidal,lluis_llach
jaumefvidal,ForcadellCarme
jaumefvidal,HiginiaRoig
jaumefvidal,Araeslhora
jaumefvidal,instagram
jaumefvidal,Buenafuente
jaumefvidal,Carles5puyol
jaumefvidal,ristomejide
jaumefvidal,andresiniesta8
jaumefvidal,elmonarac1
jaumefvidal,XSalaimartin
jaumefvidal,jordibaste
jaumefvidal,antonibassas
jaumefvidal,FCBarcelona_cat
jaumefvidal,jordievole
jaumefvidal,3gerardpique
StefiQuilez7,Carles5puyol
StefiQuilez7,3gerardpique
StefiQuilez7,Buenafuente
StefiQuilez7,cesc4official
StefiQuilez7,andresiniesta8
TuiteroDelSur,DaniAlvesD2
TuiteroDelSur,ristomejide
TuiteroDelSur,cesc4official
TuiteroDelSur,3gerardpique
TuiteroDelSur,Carles5puyol
TuiteroDelSur,andresiniesta8
polcorominas,Bartro10
Bartro10,polcorominas
Bartro10,instagram
Bartro10,ForcadellCarme
Bartro10,lluis_llach
Bartro10,Araeslhora
Bartro10,KRLS
Bartro10,omnium
Bartro10,miquelcalcada
Bartro10,DaniAlvesD2
Bartro10,FCBarcelona_cat
Bartro10,XSalaimartin
Bartro10,andresiniesta8
Bartro10,jordibaste
Bartro10,cesc4official
Bartro10,ristomejide
Bartro10,antonibassas
Bartro10,Carles5puyol
Bartro10,3gerardpique
